lemásol,lemásolnák,2,másol,/VERB|<PREVERB<LE>>|<COND><PLUR><DEF>
másol,másolnák,5,másol,/VERB|<COND><PLUR><DEF>
maximalizál,maximalizálnák,2,maximalizál,/VERB|<COND><PLUR><DEF>
lefülelhet,lefülelhetnék,1,lefülel,/VERB|<MODAL>|<COND><PLUR><DEF>
lefülel,lefülelnék,4,lefülel,/VERB|<COND><PLUR><DEF>
versenyezhet,versenyezhetnék,4,versenyez,/VERB|<MODAL>|<COND><PLUR><DEF>
versenyez,versenyeznék,1,versenyez,/VERB|<COND><PLUR><DEF>
tömörít,tömörítenék,3,tömörít,/VERB|<COND><PLUR><DEF>
megsemmisítet,megsemmisítetnék,1,megsemmisít,/VERB|[CAUS]|<COND><PLUR><DEF>
megsemmisíthet,megsemmisíthetnék,5,megsemmisít,/VERB|<MODAL>|<COND><PLUR><DEF>
megsemmisít,megsemmisítenék,7,megsemmisít,/VERB|<COND><PLUR><DEF>
elárulhat,elárulhatnák,5,árul,/VERB|<PREVERB<EL>>|<MODAL>|<COND><PLUR><DEF>
elárul,elárulnák,10,árul,/VERB|<PREVERB<EL>>|<COND><PLUR><DEF>
beárul,beárulnák,1,árul,/VERB|<PREVERB<BE>>|<COND><PLUR><DEF>
árultat,árultatnák,2,árul,/VERB|[CAUS]|<COND><PLUR><DEF>
árulhat,árulhatnák,4,árul,/VERB|<MODAL>|<COND><PLUR><DEF>
árul,árulnák,13,árul,/VERB|<COND><PLUR><DEF>
rábeszél,rábeszélnék,3,rábeszél,/VERB|<COND><PLUR><DEF>
elönt,elöntenék,1,elönt,/VERB|<COND><PLUR><DEF>
ásat,ásatnák,1,ásat,/VERB|<COND><PLUR><DEF>
megszenteltet,megszenteltetnék,2,megszentel,/VERB|[CAUS]|<COND><PLUR><DEF>
megbékélhet,megbékélhetnék,1,béke,/NOUN|<PREVERB<MEG>>|[ACT2]|<MODAL>|<COND><PLUR><DEF>
békéltet,békéltetnék,1,béke,/NOUN|[ACT2]|[CAUS]|<COND><PLUR><DEF>
békélhet,békélhetnék,1,béke,/NOUN|[ACT2]|<MODAL>|<COND><PLUR><DEF>
megbékél,megbékélnék,5,béke,/NOUN|<PREVERB<MEG>>|[ACT2]|<COND><PLUR><DEF>
békél,békélnék,2,béke,/NOUN|[ACT2]|<COND><PLUR><DEF>
elenyésztet,elenyésztetnék,1,elenyészik,/VERB|[CAUS]|<COND><PLUR><DEF>
filmez,filmeznék,1,filmez,/VERB|<COND><PLUR><DEF>
benyújthat,benyújthatnák,1,benyújt,/VERB|<MODAL>|<COND><PLUR><DEF>
benyújt,benyújtanák,3,benyújt,/VERB|<COND><PLUR><DEF>
elfecseg,elfecsegnék,1,elfecseg,/VERB|<COND><PLUR><DEF>
megtudakol,megtudakolnák,1,tudakol,/VERB|<PREVERB<MEG>>|<COND><PLUR><DEF>
tudakol,tudakolnák,3,tudakol,/VERB|<COND><PLUR><DEF>
dörmög,dörmögnék,1,dörmög,/VERB|<COND><PLUR><DEF>
felhajózik,felhajóznák,1,hajózik,/VERB|<PREVERB<FEL>>|<COND><PLUR><DEF>
megleckéztet,megleckéztetnék,1,megleckéztet,/VERB|<COND><PLUR><DEF>
megtöret,megtöretnék,1,megtörik,/VERB|[CAUS]|<COND><PLUR><DEF>
vértez,vérteznék,1,vértez,/VERB|<COND><PLUR><DEF>
tagosít,tagosítanák,1,tagosít,/VERB|<COND><PLUR><DEF>
leközöl,leközölnék,1,leközöl,/VERB|<COND><PLUR><DEF>
átadhat,átadhatnák,2,átad,/VERB|<MODAL>|<COND><PLUR><DEF>
átad,átadnák,8,átad,/VERB|<COND><PLUR><DEF>
teremtet,teremtetnék,3,teremtet,/VERB|<COND><PLUR><DEF>
bekormoz,bekormoznák,2,korom,/NOUN|<PREVERB<BE>>|[ACT]|<COND><PLUR><DEF>
