rezdül,rezdülj,4,rezdül,/VERB|<SUBJUNC-IMP><PERS<2>>
másol,másolj,7,másol,/VERB|<SUBJUNC-IMP><PERS<2>>
építtet,építtess,7,építtet,/VERB|<SUBJUNC-IMP><PERS<2>>
tömörül,tömörülj,1,tömörül,/VERB|<SUBJUNC-IMP><PERS<2>>
versenyezhet,versenyezhess,1,versenyez,/VERB|<MODAL>|<SUBJUNC-IMP><PERS<2>>
versenyez,versenyezzél,1,versenyez,/VERB|<SUBJUNC-IMP><PERS<2>>
versenyez,versenyezz,4,versenyez,/VERB|<SUBJUNC-IMP><PERS<2>>
utalványoz,utalványozz,1,utalványoz,/VERB|<SUBJUNC-IMP><PERS<2>>
pletykázik,pletykázz,1,pletykázik,/VERB|<SUBJUNC-IMP><PERS<2>>
tömörít,tömöríts,1,tömörít,/VERB|<SUBJUNC-IMP><PERS<2>>
megsemmisít,megsemmisíts,1,megsemmisít,/VERB|<SUBJUNC-IMP><PERS<2>>
árulhat,árulhass,2,árul,/VERB|<MODAL>|<SUBJUNC-IMP><PERS<2>>
elárul,elárulj,7,árul,/VERB|<PREVERB<EL>>|<SUBJUNC-IMP><PERS<2>>
árul,árulj,13,árul,/VERB|<SUBJUNC-IMP><PERS<2>>
szüretel,szüretelj,2,szüret,/NOUN|[ACT2]|<SUBJUNC-IMP><PERS<2>>
rábeszél,rábeszélj,2,rábeszél,/VERB|<SUBJUNC-IMP><PERS<2>>
buzog,buzogj,9,buzog,/VERB|<SUBJUNC-IMP><PERS<2>>
ásat,ásass,2,ásat,/VERB|<SUBJUNC-IMP><PERS<2>>
ásat,ásassál,1,ásat,/VERB|<SUBJUNC-IMP><PERS<2>>
megszenteltet,megszenteltessél,2,megszentel,/VERB|[CAUS]|<SUBJUNC-IMP><PERS<2>>
megszentel,megszentelj,1,megszentel,/VERB|<SUBJUNC-IMP><PERS<2>>
megokol,megokolj,2,megokol,/VERB|<SUBJUNC-IMP><PERS<2>>
felszállhat,felszállhass,1,felszáll,/VERB|<MODAL>|<SUBJUNC-IMP><PERS<2>>
felszáll,felszállj,3,felszáll,/VERB|<SUBJUNC-IMP><PERS<2>>
felszáll,felszálljál,1,felszáll,/VERB|<SUBJUNC-IMP><PERS<2>>
ellazul,ellazulj,1,ellazul,/VERB|<SUBJUNC-IMP><PERS<2>>
ellazul,ellazuljál,1,ellazul,/VERB|<SUBJUNC-IMP><PERS<2>>
gyámkodik,gyámkodj,1,gyámkodik,/VERB|<SUBJUNC-IMP><PERS<2>>
bugyolál,bugyolálj,1,bugyolál,/VERB|<SUBJUNC-IMP><PERS<2>>
békétlenkedik,békétlenkedjél,1,béke,/NOUN|[NEG_ATTRIB]|[REG_ACT]|<SUBJUNC-IMP><PERS<2>>
megbékél,megbékélj,1,béke,/NOUN|<PREVERB<MEG>>|[ACT2]|<SUBJUNC-IMP><PERS<2>>
békéltet,békéltess,1,béke,/NOUN|[ACT2]|[CAUS]|<SUBJUNC-IMP><PERS<2>>
