rokonít,rokonítom,1,rokonít,/VERB|<PERS<1>><DEF>
megborsoz,megborsozom,3,borsoz,/VERB|<PREVERB<MEG>>|<PERS<1>><DEF>
borsoz,borsozom,4,borsoz,/VERB|<PERS<1>><DEF>
bekiabál,bekiabálom,1,bekiabál,/VERB|<PERS<1>><DEF>
lemásolhat,lemásolhatom,1,másol,/VERB|<PREVERB<LE>>|<MODAL>|<PERS<1>><DEF>
lemásoltat,lemásoltatom,4,másol,/VERB|<PREVERB<LE>>|[CAUS]|<PERS<1>><DEF>
másoltat,másoltatom,1,másol,/VERB|[CAUS]|<PERS<1>><DEF>
bemásol,bemásolom,5,másol,/VERB|<PREVERB<BE>>|<PERS<1>><DEF>
másolhat,másolhatom,4,másol,/VERB|<MODAL>|<PERS<1>><DEF>
alámásol,alámásolom,1,másol,/VERB|<PREVERB<ALÁ>>|<PERS<1>><DEF>
megmásol,megmásolom,1,másol,/VERB|<PREVERB<MEG>>|<PERS<1>><DEF>
rámásol,rámásolom,2,másol,/VERB|<PREVERB<RÁ>>|<PERS<1>><DEF>
átmásol,átmásolom,5,másol,/VERB|<PREVERB<ÁT>>|<PERS<1>><DEF>
lemásol,lemásolom,16,másol,/VERB|<PREVERB<LE>>|<PERS<1>><DEF>
kimásol,kimásolom,2,másol,/VERB|<PREVERB<KI>>|<PERS<1>><DEF>
másol,másolom,10,másol,/VERB|<PERS<1>><DEF>
lefülel,lefülelem,1,lefülel,/VERB|<PERS<1>><DEF>
kosztol,kosztolom,1,koszt,/NOUN|[ACT2]|<PERS<1>><DEF>
beárnyal,beárnyalom,1,árny,/NOUN|<PREVERB<BE>>|[ACT2]|<PERS<1>><DEF>
árnyal,árnyalom,3,árny,/NOUN|[ACT2]|<PERS<1>><DEF>
elkártyáz,elkártyázom,3,elkártyáz,/VERB|<PERS<1>><DEF>
versenyezhet,versenyezhetem,1,versenyez,/VERB|<MODAL>|<PERS<1>><DEF>
versenyeztet,versenyeztetem,1,versenyez,/VERB|[CAUS]|<PERS<1>><DEF>
versenyez,versenyzem,4,versenyez,/VERB|<PERS<1>><DEF>
leforgat,leforgatom,2,leforog,/VERB|[CAUS]|<PERS<1>><DEF>
utalványozhat,utalványozhatom,1,utalványoz,/VERB|<MODAL>|<PERS<1>><DEF>
utalványoz,utalványozom,1,utalványoz,/VERB|<PERS<1>><DEF>
tömörít,tömörítem,5,tömörít,/VERB|<PERS<1>><DEF>
megsemmisíthet,megsemmisíthetem,7,megsemmisít,/VERB|<MODAL>|<PERS<1>><DEF>
megsemmisít,megsemmisítem,12,megsemmisít,/VERB|<PERS<1>><DEF>
tilol,tilolom,4,tilol,/VERB|<PERS<1>><DEF>
felszánt,felszántom,13,felszánt,/VERB|<PERS<1>><DEF>
elárulhat,elárulhatom,13,árul,/VERB|<PREVERB<EL>>|<MODAL>|<PERS<1>><DEF>
árultat,árultatom,1,árul,/VERB|[CAUS]|<PERS<1>><DEF>
árulhat,árulhatom,12,árul,/VERB|<MODAL>|<PERS<1>><DEF>
elárul,elárulom,13,árul,/VERB|<PREVERB<EL>>|<PERS<1>><DEF>
beárul,beárulom,3,árul,/VERB|<PREVERB<BE>>|<PERS<1>><DEF>
kiárul,kiárulom,1,árul,/VERB|<PREVERB<KI>>|<PERS<1>><DEF>
árul,árulom,16,árul,/VERB|<PERS<1>><DEF>
leszüretel,leszüretelem,4,szüret,/NOUN|<PREVERB<LE>>|[ACT2]|<PERS<1>><DEF>
szüretelhet,szüretelhetem,1,szüret,/NOUN|[ACT2]|<MODAL>|<PERS<1>><DEF>
szüretel,szüretelem,1,szüret,/NOUN|[ACT2]|<PERS<1>><DEF>
beakaszt,beakasztom,6,beakaszt,/VERB|<PERS<1>><DEF>
eláztat,eláztatom,1,eláztat,/VERB|<PERS<1>><DEF>
rábeszélhet,rábeszélhetem,1,rábeszél,/VERB|<MODAL>|<PERS<1>><DEF>
rábeszél,rábeszélem,10,rábeszél,/VERB|<PERS<1>><DEF>
elönt,elöntöm,4,elönt,/VERB|<PERS<1>><DEF>
kiásat,kiásatom,4,ásat,/VERB|<PREVERB<KI>>|<PERS<1>><DEF>
megásat,megásatom,2,ásat,/VERB|<PREVERB<MEG>>|<PERS<1>><DEF>
ásat,ásatom,4,ásat,/VERB|<PERS<1>><DEF>
gardíroz,gardírozom,2,gardíroz,/VERB|<PERS<1>><DEF>
megszenteltet,megszenteltetem,2,megszentel,/VERB|[CAUS]|<PERS<1>><DEF>
megszentel,megszentelem,5,megszentel,/VERB|<PERS<1>><DEF>
megokol,megokolom,5,megokol,/VERB|<PERS<1>><DEF>
szótáraz,szótárazom,2,szótár,/NOUN|[ACT]|<PERS<1>><DEF>
szótáraz,szótározom,1,szótár,/NOUN|[ACT]|<PERS<1>><DEF>
bebugyolál,bebugyolálom,2,bugyolál,/VERB|<PREVERB<BE>>|<PERS<1>><DEF>
bugyolál,bugyolálom,4,bugyolál,/VERB|<PERS<1>><DEF>
megbékéltet,megbékéltetem,2,béke,/NOUN|<PREVERB<MEG>>|[ACT2]|[CAUS]|<PERS<1>><DEF>
megbékélhet,megbékélhetem,1,béke,/NOUN|<PREVERB<MEG>>|[ACT2]|<MODAL>|<PERS<1>><DEF>
megbékél,megbékélem,1,béke,/NOUN|<PREVERB<MEG>>|[ACT2]|<PERS<1>><DEF>
békéltet,békéltetem,1,béke,/NOUN|[ACT2]|[CAUS]|<PERS<1>><DEF>
legorombít,legorombítom,1,gorombít,/VERB|<PREVERB<LE>>|<PERS<1>><DEF>
elkortyol,elkortyolom,3,korty,/NOUN|<PREVERB<EL>>|[ACT2]|<PERS<1>><DEF>
kortyol,kortyolom,9,korty,/NOUN|[ACT2]|<PERS<1>><DEF>
eltereget,elteregetem,1,eltereget,/VERB|<PERS<1>><DEF>
lefoszt,lefosztom,3,lefoszt,/VERB|<PERS<1>><DEF>
filmez,filmezem,2,filmez,/VERB|<PERS<1>><DEF>
kikalkulál,kikalkulálom,2,kikalkulál,/VERB|<PERS<1>><DEF>
benyújthat,benyújthatom,3,benyújt,/VERB|<MODAL>|<PERS<1>><DEF>
benyújt,benyújtom,9,benyújt,/VERB|<PERS<1>><DEF>
elfecseghet,elfecseghetem,1,elfecseg,/VERB|<MODAL>|<PERS<1>><DEF>
elfecseg,elfecsegem,7,elfecseg,/VERB|<PERS<1>><DEF>
megtudakol,megtudakolom,8,tudakol,/VERB|<PREVERB<MEG>>|<PERS<1>><DEF>
tudakol,tudakolom,18,tudakol,/VERB|<PERS<1>><DEF>
idetart,idetartom,1,idetart,/VERB|<PERS<1>><DEF>
dörmög,dörmögöm,3,dörmög,/VERB|<PERS<1>><DEF>
palol,palolom,3,palol,/VERB|<PERS<1>><DEF>
áthajózhat,áthajózhatom,1,hajózik,/VERB|<PREVERB<ÁT>>|<MODAL>|<PERS<1>><DEF>
lehajózik,lehajózom,2,hajózik,/VERB|<PREVERB<LE>>|<PERS<1>><DEF>
kihajózik,kihajózom,1,hajózik,/VERB|<PREVERB<KI>>|<PERS<1>><DEF>
elhajózik,elhajózom,4,hajózik,/VERB|<PREVERB<EL>>|<PERS<1>><DEF>
továbbhajózik,továbbhajózom,1,hajózik,/VERB|<PREVERB<TOVÁBB>>|<PERS<1>><DEF>
behajózik,behajózom,1,hajózik,/VERB|<PREVERB<BE>>|<PERS<1>><DEF>
visszahajózik,visszahajózom,1,hajózik,/VERB|<PREVERB<VISSZA>>|<PERS<1>><DEF>
hajózik,hajózom,10,hajózik,/VERB|<PERS<1>><DEF>
kimaszkíroz,kimaszkírozom,1,kimaszkíroz,/VERB|<PERS<1>><DEF>
megleckéztet,megleckéztetem,6,megleckéztet,/VERB|<PERS<1>><DEF>
fölvértez,fölvértezem,1,vértez,/VERB|<PREVERB<FÖL>>|<PERS<1>><DEF>
felvértez,felvértezem,4,vértez,/VERB|<PREVERB<FEL>>|<PERS<1>><DEF>
vértez,vértezem,3,vértez,/VERB|<PERS<1>><DEF>
fiúsít,fiúsítom,1,fiús,/ADJ|[TRANS_RESULT]|<PERS<1>><DEF>
kordáz,kordázom,1,korda,/NOUN|[ACT]|<PERS<1>><DEF>
letakarít,letakarítom,2,letakarít,/VERB|<PERS<1>><DEF>
megkrétáz,megkrétázom,1,krétáz,/VERB|<PREVERB<MEG>>|<PERS<1>><DEF>
csatlakozhatik,csatlakozhatom,8,csatlakozik,/VERB|<MODAL>|<PERS<1>><DEF>
becsatlakozik,becsatlakozom,1,csatlakozik,/VERB|<PREVERB<BE>>|<PERS<1>><DEF>
csatlakoztat,csatlakoztatom,3,csatlakozik,/VERB|[CAUS]|<PERS<1>><DEF>
csatlakozik,csatlakozom,14,csatlakozik,/VERB|<PERS<1>><DEF>
cselekvésel,cselekvéselem,1,cselekvés,/NOUN|[ACT2]|<PERS<1>><DEF>
érzelmeskedik,érzelmeskedem,1,érzelmeskedik,/VERB|<PERS<1>><DEF>
